rating,reviews,date
1,"            British Gas is in dire straits. Two missed appointments in a month and they try to pay me off with £30 compensation. I took half a day off and second time no show needs to be accounted for. I pay almost £500 a year for this service contract. I wonder what they are doing to other customers.
        ",2018-05-21T18:07:22.000+00:00
1,"            This must be about the tenth time I have tried to get an engineer to visit me within a reasonable time frame for an electrical appliance breakdown.  This time British Gas think it's perfectly reasonable to get an engineer to me in 10 days time to fix my washing machine.  I can buy one and get installed quicker.  And with a whole lot less aggravation.   I used to be insured by both Homeserve and British Gas.  British Gas are often not bad responding to boiler/heating breakdowns if you are 100 or your granny is visiting.  However, they are utterly useless when it comes to electricals.  Homeserve are far superior.  So I will be switching out my electrics/electricals back to Homeserve
        ",2018-05-21T15:03:04.000+00:00
1,"            I am all for using automated service (web site etc.) rather than speaking to operators on the phone - if done well it is more efficient all round.However everything I try to do via British Gas automated services doesn't work. They send me a link to reset my password, I click on it and get a message that says Oops. I eventually get on, try to download my bill - another Oops message.I called Customer Service to talk about this - by this time I'm exasperated and the last thing I need is an over officious customer service rep.Needless to say I have just switched to a new supplier
        ",2018-05-21T14:24:29.000+00:00
1,"            I have a Homecare 200 deal.. My boiler was due for a service in April 2018. Phoned to ask why I have not been contacted about my annual service . My online message was we will contact when your service is due! The British Gas guy said we can service your boiler in June 2018. I said that is not an annual service! He did not want to know.Dreadful service . British gas say on their web that on the Homecare 200 your boiler will be serviced annually !! + 3 months is not an annual service. Once I have had my service I will say goodbye British Gas!!
        ",2018-05-21T14:22:15.000+00:00
1,"            One word crap never ever will I use them again I have been promised a gas service on two occasions I stayed in all day ..no text.. no call Don't use them
        ",2018-05-21T12:15:50.000+00:00
1,"            Terrible Terrible Terrible.On going complaints with bullsh*t excuses and fobbed  off / ignored. Moving away once complaint resolved!
        ",2018-05-19T16:53:50.000+00:00
1,"            if i could give it no stars i would! we moved out a flat they told us we had bill of £100 which was stupid for how much we was paying, had to explain  over and over that we want to cancel with them as were now in a house with a different provider, were not even with them any more and they took £416 out of partners account so now got to ring up to ask what the hell is going off and to try get our money back so we can pay our rent for the house really stressed out.
        ",2018-05-18T17:30:25.000+00:00
1,"            Changed two months ago from British gas domestic to British Gas business. Same company, same meter so what could possibly go wrong? A reading from a meter that is not on this site and an absolute refusal to accept the meter they are ""reading"" does not exist.  Endless calls to South African so-called customer service departments who make numerous promises to call back but do not. Say I cannot cancel the contract. I think I can. The contract was for reading and billing through meter that is on site, not an imaginary meter dreamt up by the anonymous meter reader. My contract with British Gas was for the real world and not some alternative reality where invisible meters live.
        ",2018-05-18T16:14:56.000+00:00
2,"            unhelpful customer service, 20 minutes on the phone and still no close to finding out when i will get my final bill
        ",2018-05-18T14:10:56.000+00:00
1,"            Terrible and rude customer service. Greedy company only care about charging you as much as they can. Hefty tarriff. AVOID
        ",2018-05-17T21:21:25.000+00:00
1,"            Such a horrible company, all they care is about money, they will do everything they can to overcharge you, horrible service, overpriced and the treatment is unfairly once you decide to leave them, they will send you a ridiculous final bill. We’ve just got a £4,000 final bill!!!!! Very Disgusted.
        ",2018-05-17T14:51:24.000+00:00
1,"            I had homecare plan 4 with British gas. I had a small leak with one of my radiator it took two callout to fix with a bill of £60 on top of the monthly  £20 direct debit. After fixing it on the 2nd callout the engineer said he wants to check my boiler. After checking it he said your boiler is in fit to operate and I need to change the boiler.  I pointed to him it can be fixed. After a lengthy debate he agreed. He said it's 10 year old boiler and you can't get the parts. I said you can and showed him. He order the parts after about 3 week came with the parts to fix removed everything and and said we need another part. I asked him to put it back he said sorry I can't. You have to wait till we get the parts. Or you can get a new boiler. The engineer is very incompetent. After chatting with many others they have similar stories. Avoid British gas home service.
        ",2018-05-17T05:33:35.000+00:00
1,"            Possibly the worst customer service and complaint handling system I have ever had the misfortune to deal with. Will have to escalate to the Ombudsman Service as they haven't dealt with any of my complaint at all.
        ",2018-05-16T20:35:33.000+00:00
5,"            Helpful ... and when they didn't know the answer, called back with reply.
        ",2018-05-16T14:12:08.000+00:00
1,"            tried to contact customer service about a duplicate invoice, 10 min wait when you call, online chat cant help, social media team cant help, tried another number, 10 min wait, tried another number got through to a guy who did not have a clue what he was doing, he transferred me to another department been on hold for another 10min !!! Joke!
        ",2018-05-16T12:56:14.000+00:00
1,"            Wildly overpriced, and a very poor experience. If I try to use the app, it locks me out of my account automatically. It also doesn't record meter readings I submit, and the estimates end up completely off the charts.e.g. They've just bumped our bills up (for a small, well-insulated 2-bed flat that we haven't heated in two months) to a minimum £135 a month. And despite having paid £95 a month for the last six months, our account is apparently £350 in debt? All because these 'meter reading estimates' show us using the equivalent of usage for a six-bed family house. I've enquired about these estimates before and been told that 'actual usage was above what even BG forecasted'. But surely these are BG estimates if they didn't receive my meter readings?I tried to log in to view the breakdown of this latest bill, and the website crashed repeatedly. So I can't even see where this charge is coming from. That's enough for me. Submitted a transfer to Bulb this morning. It's the end of an era for British Gas, I think.**Update: had to take my complaint to Twitter in the end, as the website wouldn't accept contact and I can't call from work. They jumped on it at first, but are now ignoring me without having answered any of my questions. Can see many similar complaints, that they disappear after trying to smooth over public perception. Just... stay away. Really. Let them disappear into extinction - ideally without your money.
        ",2018-05-16T10:27:49.000+00:00
1,"            British Gas.Boiler packed up on Friday, guy came out on Saturday to repair it.Said it needed a new fan, which they don't carry on the van. Said I also had the option to get a quote for a new boiler, and we would get a 700 quid discount on the quote. (You can see where this is going, can't you, and I'm still kicking myself I fell for it). The guy comes out on Monday (1st day off work), and gives us a ridiculously inflated quote, which even with the 700 'discount', was still at least 200 pounds dearer than any of the subsequent quotes we've had. I phoned BG on Monday after he'd been, saying we weren't going for the quote, and asking them to send another engineer out to fix it. I told them that the first guy hadn't had the part on his van, and to make sure the second engineer had it when he came. Second engineer out today, 2nd afternoon off work, he doesn't have the part with him. Says there's no way to pass a message on from one engineer to another via the call centre. Says he'll have to order the part and come back tomorrow. (3rd afternoon off work)Shower of amateurish, unprofessional, badly organised cockwombles.
        ",2018-05-15T17:05:40.000+00:00
1,"            Terrible company, possibly the most disorganised and clueless I've dealt with. The first time they kept sending bills for the wrong meter despite constantly informing them and proving that it wasn't my supply. They also wouldn't accept payment for the meter/supply that I was responsible for. Then they forgot about me altogether and I had to remind them to bill me for about a year of supply when I moved out (tempting to try and get away with it and probably would have, given their cluelessness - but too honest for my own good).Second property where they were the default suppliers, they had me on an expensive business account and refused to change it. This even though it was a semi-detached new build residential property in a sleepy suburb which had never been used for business purposes (brand new!). Idiots.I've switched, obviously.
        ",2018-05-15T11:52:03.000+00:00
1,"            Horrible service. Put adverts out there to entice and as soon as you sign up they'll start bunging up charges from everywhere. Useless all the same. Charged £60 for rubber seal replacement even though I am a paying homecare customer. What any plumber will do for free! If you challenge the quality of work they just add some more charges to shut you up. Worst customer service ever!
        ",2018-05-14T18:22:19.000+00:00
1,"            load of old rubbish if you complain they will normally bung a few quid on your account to shut you up, but apart from that useless.  Losing customers left right and centre because of their poor service
        ",2018-05-14T17:19:40.000+00:00
2,"            We have been using British gas to service our central heating boiler for many years. Initially, it worked well, we made an appointment and they turned up and did a good job. Then about 3 years ago, the engineer turned up, did a thorough inspection and came back the next day to fit several new parts. However, the boiler was still not working properly and we called the service department again. They sent out 2 engineers, explaining that the 2nd was there to train on our type of warm air boiler. When they checked the earlier work, they advised me that the nuts securing one of the new components were only finger tight and had not been properly secured. They secured it and the problem was solved. Subsequently my partner and I have been obliged to spend lengthy periods out of the country and arranging service visits has therefore become more complicated. Last year I booked an overdue service and agreed a morning time slot. When no-one had called within an hour of the end of the time slot, I telephoned to find out what was happening and was told they had cancelled my appointment! No-one could come out to me because they were dealing with an emergency, but if I rebooked they would give me a 2 hour slot rather than a 4 hour slot. Last week I rebooked the now seriously overdue service, but could not book a 2 hour slot on the website so had to call British Gas. After going through their recorded messages a few times, I eventually spoke to someone, who tried to give me a 6 hour time slot! I reminded him that I was promised a 2 hour slot and he gave me the 12 til 2 pm slot today (14th May). At about 1:00pm I received a call to say the engineer was detained on an earlier appointment, but would be with me shortly after 2pm. No-one turned up. I waited 45 minutes and rang to find out when I could expect to see the engineer. Again I went through the recorded stuff at great length, but eventually spoke to a young woman, who told me she could tell me when the engineer would get to me, as they were probably dealing with an emergency, which could be a danger to life and limb.. I asked her how she knew that my boiler was not a danger to life and limb, as they had failed to meet their commitment to service it twice in succession... I asked to speak to her supervisor who eventually came to the phone and told me much as his subordinate had. I pointed out that this was the second time in succession that British Gas had failed to meet a commitment that it had made to me to attend my premises within a time period of their choosing to service my boiler and this was unacceptable. He said that an engineer would be with me by 6pm. I then questioned the value of British Gas's promise to attend within a 2 hour time slot, as I was being asked to wait a further 4 hours on top of the promised 2... I pointed out that while I appreciated his apology, his employers were patently failing, again, to deliver the service for which we were paying. Eventually, he offered to make an ex gratia payment of £30 to the credit of our account.. While this does not compensate for their failure to deliver, it is at least a financial recognition of that failure and if every unhappy customer was paid such compensation, British Gas might have a further incentive to improve their service - perhaps by employing more engineers to meet the demand for their service.
        ",2018-05-14T15:01:05.000+00:00
5,"            I was very impressed with the whole process. The engineer who did the boiler installation was thorough and took time to explain what he was doing. He was also very patient in demonstrating Hive and setting it up for us. The additional pipe and drain-away which required the lifting-up of some patio slabs was also done very carefully and is practically impossible to detect now. The removal of the old controller, replacing it with the Hive unit and adding a supplementary thermostat was also done very well. All in all a very professional job.
        ",2018-05-14T14:10:47.000+00:00
1,"            Left British Gas because they are liars and thieves they continually claim to be victims of wholesale prices yet they still post record profits. Centrica are nothing more than energy gangsters leave them go to Bulb like I did at least they are honest about pricing and they offer renewable energy only. Bye British Gas you will not be missed.
        ",2018-05-14T09:54:36.000+00:00
5,"            The item that I ordered arrived promptly and were good quality.
        ",2018-05-13T19:35:53.000+00:00
1,"            Recently moved house and British Gas supply the property. I received a letter telling me I’m on their Temporary tariff, which I assume is the variable out of contract rates. I phoned the number to let them know about my move and that I wanted to switch the supply. They advised me the team to do that wasn’t available and it would take 2-4 weeks to set up my account. This could mean I am charged significantly for moving into a new home. The person who handled my call was very quick to try and end the call with me as soon as they realised they couldn’t assist me with the account setup. They didn’t ask if I needed help with anything else and didn’t explain the rates that I am currently on. There was no warm welcome or attempt to make me feel like I should have any reason to stay with British Gas, I think I’ve made the right decision to switch supply.
        ",2018-05-13T09:38:18.000+00:00
2,"            It took three bookings - and three days off work to attend appointments - before a suitably qualified engineer was provided to undertake my annual homecare service. The underlying issue being my boiler running on calor gas, but I went to the trouble of reminding British Gas of this on several occasions. And the delays between available booking slots were unacceptable. Makes the National adverts about engineers phoning ahead both laughable and very irritating! Customer services were helpful enough but the management of my booking very poor - not even telling me they were unable to send an engineer hence wasting my time.
        ",2018-05-13T06:00:03.000+00:00
1,"            I felt I received very poor service from Br Gas. Staff appeared not to be well trained. I was sent several bills within a short period of time all requesting large inaccurate amounts of money. I was constantly asked for meter readings. They are one of the most expensive energy companies and glad to get rid of them
        ",2018-05-12T19:32:43.000+00:00
1,"            i booked a boiler service appointment with british gas on 7.2.18 , i took the day off work and half an hour before the engineer was due to arrive they cancelled it.Another appointment was made for 12.5.18, the day before they again cancelled the appointment, the general attitude was of complete indifference.i asked if i could arrange for a local gas safe engineer to service my boiler and they pay for the cost, they stated this was unacceptable.i am now in the position of not knowing what to do to get my boiler serviced.i have been treated in an appauling manner.
        ",2018-05-12T14:51:33.000+00:00
1,"            Absolutely Appalling Customer ServiceTotally incompetent - unable to set up a direct debit for 18 months.  Overcharged and regularly on the telephone for over an hour each call to try to set up a direct debit - something So Energy (the company I eventually moved to) were able to do immediately and without any fuss or any telephone calls at all. A disgusting customer service experience from start to finish - I could not wait for the plan I was on to end so I could get away from them.I would not move back to British Gas if they were giving gas and electricity away for free - that's how much I detest this awful company.
        ",2018-05-12T10:00:00.000+00:00
1,"            I have just discovered a deal that should have cost £200 maximum has cost a lot more with their Homecare product. I have definitely been mis-sold; avoid like the plague. I will be pursuing them as £50 is not enough in compensation.
        ",2018-05-11T16:55:53.000+00:00
4,"            I have no complants
        ",2018-05-11T15:39:09.000+00:00
4,"            We rely on our central heating as the only heat in the house having no gas fires , the times our boiler has broke down  we always get s good quick response from British Gas.
        ",2018-05-11T14:58:33.000+00:00
1,"            Had trouble with British Gas for almost 3 years. They messed up my attempts to change supplier on more than one occasion costing me considerable money. Very unhelpful and expensive. Their word means nothing.
        ",2018-05-11T14:01:42.000+00:00
1,"            Bunch of idiots. Tried charging me twice in one month, I refused to pay, left them and they put me through dept companies. When THEIR OWN “COSTOMER SERVICE ASSISTANT” told me I won’t have to pay it!!! Bullies. Avoid as much as possible
        ",2018-05-11T11:24:53.000+00:00
4,"            Good Service
        ",2018-05-11T10:28:09.000+00:00
4,"            No problem understanding or ordering very goog
        ",2018-05-11T10:09:29.000+00:00
1,"            Horrendous experience!I have had an ongoing complaint, I've had hours of my life wasted on the phone for a property that hasn't been lived in, first a bill for 160 pounds, now a bill for 450 nobody can explain why both have been so different.There seems to be nothing they can do bar charge me more money to see if my meter is reading correctly which will come off the bill if its found to be faulty.Nobody seems to be able to help, and ive now had to admit defeat due to the amount of time its taken, and having to re explain myself as the notes they put on the system aren't sufficient enough They don't respond to emails, and I'm not happy with the lack of explanation.Would strongly recommend to stay clear!
        ",2018-05-11T08:19:48.000+00:00
5,"            Excellent help and informative engineer giving unbiased views over any upgrades we may wish to make
        ",2018-05-11T04:00:28.000+00:00
4,"            Very helpful friendly staff & changes to agreement were made efficiently
        ",2018-05-10T19:24:54.000+00:00
1,"            I've wasted so much time on British Gas over the past couple of months, that I'm going to keep this brief and sum up my abysmal experience, as going into too much detail will just agitate me.I have been trying to switch my pay as you go metre to a smart metre for around 2 months now.Appointment 1: I took the day off from work and the engineer never showed up. I called twice to check on the engineers status and both times I was told that I was in the diary and the engineer would be with me shortly. As mentioned, he never showed up. I waited 2 weeks for that appointment.I spent a long time on the phone with various customer service reps and eventually got another appointment for 4 weeks later. The earliest appointment they could give - you can imagine my frustration.Appointment 2: Four weeks later, the engineer came to install my smart metre, noticed an anomaly and said he couldn't carry out the job. He called  another department to check up on the anomaly and said they would be in touch with me to fix an appointment.Four days later, still no call so I called and and eventually made another appointment for 2 weeks later. Again, the earliest they had.Appointment 3: The engineer saw no problem and said the initial engineer should have installed my smart metre. Again, you can imagine my frustration.Spoke to British Gas complaints department following this appointment and was told the earliest appointment they can make is in another 4 weeks. I called back to speak to a customer service rep about whether there was anything they could do to bring forward the appointment, given how long I've waited, and the man I was speaking with was SO unhelpful that I asked to speak with someone else, and the man hung up on me. He actually hung up on me. So basically it's going to take around 12 weeks - that's 3 months, people! - to simply install a smart metre.It's a joke! I'm currently researching other energy providers.
        ",2018-05-10T16:52:12.000+00:00
3,"            British Gas needs to sort out their web site which is very slooow and their Customer Support which appears to be in confusion.I received an email telling me that my current tariff arrangement was soon ending, but clicking the link in the email did not take me to where I would have expected it to and after some considerable time waiting for pages to load etc. I was not sure if I had renewed my tariff or not or if I had, which one.I have received seven letters from British Gas as a result of trying to renew my tariff, some of which are duplicates and some of which are different so I still do not know what I have signed up to.
        ",2018-05-10T15:30:44.000+00:00
5,"            Great service
        ",2018-05-10T15:09:28.000+00:00
5,"            Reliable and professional.
        ",2018-05-10T12:49:25.000+00:00
5,"            I recently had a boiler fitted by British Gas; I can honestly say they were great from start to finish. There was no hard sell the information I received was detailed and gave me choice. The boiler came on time and the fitters were polite, worked really hard and completed the work on time leaving everything clean and tidy. Would definitely recommend them and the service they provided for me.
        ",2018-05-10T12:03:33.000+00:00
5,"            Always good service, very prompt, have always recommended to friends and family.
        ",2018-05-10T10:35:15.000+00:00
1,"            I submitted a query and was advised on 1 May that I would receive a response within 5 business days. It is now 10 May and no response has as yet been received.
        ",2018-05-10T10:25:16.000+00:00
1,"            My online account address was wrong n can’t fill till now. I m with u last four months. Just a address issue make me disturbing.
        ",2018-05-10T09:55:44.000+00:00
5,"            No pressure salesman for new boiler. Kept us informed every step of the way.Fitters came on time. Police, clean and tidy fitters who worked around us.Everything went to plan and on time.
        ",2018-05-10T09:48:10.000+00:00
1,"            The repair to my boiler was very poorly handled with the repair department not knowing at any point what was going on.Very disappointed and sad as I have been a British Gas customer for years and am used to much better service.I hope the computer system gets sorted soon.
        ",2018-05-10T09:40:02.000+00:00
1,"            I did not buy anything from you except Gas & Electric, so i don't know why you keep e mailing me. Also i can't spend my Nectar points as my card is not valid unless i phone someone.
        ",2018-05-10T08:44:26.000+00:00
1,"            I honestly can't understand how British Gas still has customers. They are more expensive than nearly all the competitors. They refused to switch my meter to a billed meter when I had an excellent credit score with their own credit reference agency (Experian), harming my credit score. I spoke on crackly lines to out-of-country call centres and had unidentified texts and emails claiming to have resolved outstanding issues. Took two weeks to get onto my online account and still haven't received a paper contract. In contrast took my 40 mins to switch to EDF and have so far had excellent service and cheaper rates. It's a no-brainer, switch away from British gas!
        ",2018-05-10T07:55:04.000+00:00
2,"            The first booking (made 3 months in advance was cancelled by BG), the second booking being 3 months later was then cancelled by BG a week before and a 3rd booking offered another 3 months after that!.  It took many hours of phone calls and dogged determination to before I was finally able to get an engineer out 2 weeks after the cancelled 2nd appointment.
        ",2018-05-10T06:55:50.000+00:00
5,"            Very nice and professional engineers
        ",2018-05-10T06:52:13.000+00:00
4,"            Customer care very helpful
        ",2018-05-10T06:13:07.000+00:00
1,"            Do NOT buy their Homecare products. They're an absolute rip off. I bought a policy having been told something quite specific by the call centre person. When a leak happened, not only did they fail to send our a repairman for 10 days, the repair then failed causing further damage to the floor. Needless to say, they trawled out an obscure clause in the T&Cs meaning the Ombudman had to find in their favour (after initially finding in my favour - that 'service' is also not worth the time or effort). We would have been better saving the £8k we paid in cover down the years to pay for the one-off repair when it was needed.
        ",2018-05-10T05:22:26.000+00:00
3,"            The service was great, the engineer excellent but trying to pay the bill was difficult. No option for online payment - cheque or via telephone only and when I called the waiting times were usually over 45mins or I would get cut off trying to request a call back. Please introduce a simple on line payment system ( I have a direct debit account but the bill could not be attached to this- that would have been even simpler)
        ",2018-05-09T21:52:06.000+00:00
4,"            Good switchover good price no problems so far
        ",2018-05-09T21:17:20.000+00:00
3,"            Bit of a saga, booked engineers to replace 5 rads. Only 4 rads delivered the day before fitting and unfortunately the engineer failed to turn up due to scheduling issue. Engineer did come and see me and apologised and realised that one of the rads delivered was wrong and asked for the missing rad plus exchange for the other. These were to be delivered the following week prior to 2nd attempt to fit. Only the missing rad arrived, still no replacement for wrong one sent.Then the exchange rad turns up on day of fitting and guess what, it was wrong rad:-)Fitting went well but an engineer had to drive to Salford to pick up exchange Rad which wasted my time and theres.The engineers were good but the service received from there RAD supplier was shocking to put it mildly.
        ",2018-05-09T21:09:36.000+00:00
4,"            We bought our new central heating boiler from British gas. Installation was expert and our new boiler and central heating system is just right. I would do this again.
        ",2018-05-09T21:07:01.000+00:00
1,"            Dreadful service, passed from pillar to post. Ended up with a web chat lasting ovef an hour whe  it could have been a 5 min phone call!
        ",2018-05-09T21:04:35.000+00:00
1,"            When things go well with British Gas everything ticks along quite nicely. However if you are unfortunate enough to actually need their support to fix an issue I can only hope you don’t have the same experience as me. To summarise, approx 11 visits were required over a 3/4 month period for the same problem. It appeared the final and most expensive item to replace in the boiler (c. £300) was the one required. Unfortunately I had to take a serious amount of time off and while the engineers all did whatever they could it took sheer desperation and at times begging to try to get British Gas to acknowledge the problem required more than a quick boiler check over. An incredibly frustrating experience,   cancelled visits, I lost a lot of my annual leave to British Gas & time. I submitted a complaint approx 3 months ago, I’ve heard nothing from them since a letter acknowledging my complaint and a follow up letting me know they were still investigating 2 months after, although I since found out that after 8 weeks no one had even been allocated or looked at the complaint. I have tried to get answers via every channel available, while the staff have been as helpful as they can be, there are clearly some issues at British Gas which prevent them from providing better customer support and service. It appears British Gas don’t give a fig, if you do decide to go with their home care service all I can do is wish you the very best of luck, and recommend you save a couple of weeks of annual leave to accommodate all of the engineer visits.
        ",2018-05-09T20:33:18.000+00:00
5,"            Well done all working
        ",2018-05-09T19:26:53.000+00:00
5,"            The new boiler is great and I now have greater control in my heating and hot water. When they fitted the boiler they found I had a small gas leak at the meter (nothing to do with their work must have had it for some time). The engineer contacted the right people who were able to locate the gas pipe in the road, cut off the gas, fit a new meter and connect the gas supply again at no extra cost to me. It was during the cold spell and I was offered heaters to keep me warm until everything was working again. Brilliant
        ",2018-05-09T18:42:02.000+00:00
1,"            British Gas Homecare. We have been with them for over 30 years so you would think they would give us some sort of vague respect? No chance. Booked an annual service in November 2017 which was arranged for 31 Jan 2018. The engineer didn't turn up and BG said they cancelled it due to too many emergency calls - but they did not tell us!! Got £30 compensation and rearranged for 28 Mar 2018. Engineer didn't arrive again despite the online service telling me they were on their way. BG said they rang to cancel but they didn't - no missed calls and no messages. Raised a formal complaint hoping something would change,  more in hope than expectation. They still had my previous address on file despite me telling them numerous times we moved 4 years ago, so a letter acknowledging the complaint was sent there and not to our current address. They offerred £50 compensation, even though our boiler had not been serviced since 2016.Engineer turned up today (when they arrive they are good to be fair) and he had our name wrong - the previous occupant no less, despite me telling BG he moved out 4 years ago. Their systems are cr@p and are not integrated. You might as well not bother updating anything because nothing will change.We are cancelling our cover after over 30 years as customers because we feel they will not get better, only worse. We will go with a local service.Pity. We ain't going back.
        ",2018-05-09T18:31:43.000+00:00
5,"            verry good & did a verry good job, & yes i would recommend this company to anyone, you come on time & you iet me know before you came so i could put the dog away as he can get in the way, thank you.
        ",2018-05-09T18:25:21.000+00:00
5,"            Everything went well from the phone call and the appointments to get the problem fixed and both on time
        ",2018-05-09T18:16:38.000+00:00
4,"            have been with BG for as long as I can remember, I have often been offered what seem to be better deals by competitors but god customer service and good service from engineers cannot be beaten
        ",2018-05-09T18:12:57.000+00:00
1,"            Have not purchased anything do not know why you are hassling me for a review
        ",2018-05-09T17:29:28.000+00:00
1,"            Re: Kitchen Appliance Cover Policy No 911001176866At about midday Friday 6th April, my wife contacted you to report a serious issue with our washing machine – it had caused a complete power outage, and only with the help of the electricity supplier, was it identified as being the washing machine.Unlike our previous supplier, Domestic and General, we were not offered next day service, but Monday 9th 12 – 6pm. Late afternoon we were told that due to unexpected heating call outs, the electrician would come next day. ? Why would unexpected heating call outs affect a washing machine?Tuesday 10th 1:30pm Contacted you to ask when are you coming? Advisor says ‘You’re booked in for 12 – 6pm.Tuesday 10th 6pm No contact by British Gas. I contact you. Advisor apologises, but as it’s not an emergency, she can only offer next day. [Should I send a photo of the washing piling up from having 4 grandchildren and their parents staying over Easter? Any one with that amount of washing sees that as emergency, as my ears can testify.] She did apologise for that and offered £30 in lieu of a complaint, which I refused. Appointment arranged at my insistence between 8-10am Wednesday.Wednesday 11th Electrician turns up at 9:15, replaces the broken heating element within 30 mins.Thursday 12th I receive a call to complete an automated survey. In response to the question on a scale of  0 to 10 ‘Would I recommend BGas’ I pressed 1, was asked to confirm that, and then to give my reasons. I gave a short polite summary of the above. At the end, I waited, and then a female voice said ‘there has been a serious failure’ – I though this referred to my complaint, but no, a male US-accented voice said ‘This programme is closing down’ and then the female voice said ‘you have been unable to complete your call’. Coincidence? Is this another way of avoiding negative feedback?I then try to submit this online form and get the pop-up message 'Oops, something went wrong please try later'. Another coincidence?In summary:Service failure Monday – but prior notice given2nd service failure – but no notice given£30 compensation offered to avoid a formal complaint.My viewA service failure deserves recompense.A second service failure justifies a complaint. I understand the difference between (1) a service failure, and then (2) a failure to remedy that failure that then leads to a complaint. What I don’t understand is why I am not entitled to the £30 service failure compensation, if I want to take it further and make a formal complaint. I lose my right to the £30, and then rely on BG’s complaint resolution process.  In retrospect, I switched to BG because I am a long-time BG customer for central heating, and your kitchen appliance cover was considerably cheaper than D&G, who had provided excellent service for the last ten years. Your advertising literature didn’t make it clear that cheaper prices might mean a lower quality of service.
        ",2018-05-09T16:29:26.000+00:00
1,"            Absolute charlatans in my opinion. Bought our first property which they were the supplier for (but we didn't know). Two days after moving in I switched to another supplier. I didn't realise this would take so long but in the end it ended up taking four weeks.British Gas sent us a bill for £106 for the gas alone. I called up to complain that this should be nearer to £35 but because I (naively) hadn't taken a reading they were not budging and suggested I called up the previous owner to argue the toss. I have now received another bill for £76 for the electricity... so for four weeks gas and electricity they want to charge £182. I totally accept that there were things I should have done that I had not that (taking readings), but when you move into a house, you are very busy trying to live out of boxes and getting everything sorted.There are two of us living in this house and we are both out of the house for 12 hours a day (7am to 7pm) and don't use a lot of power.Our current provider is somewhere nearer £50 a month for both so their charge is approximately three and half times the cost.I will never ever use them.There phone team are expertly trained not to care and to take you for all your money.Horrible company. Should be ashamed of themselves and the British name.Go to any comparison website and never use this company would be my advice
        ",2018-05-09T15:46:43.000+00:00
5,"            Honest and reliable staff ! Nothing is too much for them . Recommend all the time .
        ",2018-05-09T15:33:24.000+00:00
3,"            Didn't arrive for first arranged appointment. Arrived for the second and advised I could claim compensation. Happy with service other than first missed appointment.
        ",2018-05-09T14:41:19.000+00:00
2,"            We reported electrical circuit breakdown throughout May Day holidays 28-29-30. No assistance was available to us from BG. We therefore were forced to our own resources  and to maintain Central Heating/Boiler  and all Cooking facilities . All Food Refrigeration systems . All Domestic and Home Telephone and Computing systems . We were blessed to have extremely capable and generous neighbours who helped determine the cause of the the continuous tripping of the main fuse box ( water leaking from boiler to point serving the washing machine ). The boiler is only 3 years old and was serviced 22nd Feb 2018.We were then advised to contact BG to reassess the boiler to ensure that we were secured against any further water ingress from boiler into electrical systems.The BG engineer came on Tuesday 8th May. He found traces of water in the boiler but could not determine to source of the  ingress which had contributed to the original tripping of the main house electric board.The engineer changed the new 13 amp fuse in the electric wall  fitting connecting the washing machine and which had been fitted during the repairs effected over the long May holiday weekend. This 13 amp fuse had been working perfectly well before . 2 hours after he left us my wife then started up the washing machine and within a short while the 3 amp fuse failed and the w/machine cycle was severely interrupted. We have ( our neighbours ) since replaced the 3amp fuse for a 13 amp fuse which is most suitable and restored the washing machine and electric  circuit once more. We understand that the smaller fuse is unsuitable for the work load requirements for our w/machine.I won’t tell you further  about my telephone conversations with a BG service operative on the evening of 8fh May. No doubt you will have a telephone transcript for trading purposes.Hopefully I will hear from BG following my experience .These reports tend to disappear into the ether .I am sorry that my report has benn necessary.Sincerely Brian Thompson
        ",2018-05-09T14:19:30.000+00:00
5,"            excellent Homecare Service
        ",2018-05-09T13:54:11.000+00:00
1,"            I waited three weeks for operating manual on new timer for. Boiler. Still not received
        ",2018-05-09T13:26:21.000+00:00
3,"            Well after the first visit from a gas engineer never showed up the second one did and to be honest I can’t see by the professionalism of the Scottish gas engineers!!
        ",2018-05-09T13:21:37.000+00:00
1,"            I feel very let down by British Gas. I have a service contract with them that includes an annual service to my boiler - but annual it is not! My boiler is supposed to be serviced every February, but when I phoned British Gas just after Christmas to arrange a date for this, the earliest appointment they could offer me was at the end of March. I accepted this, but a few days before they were supposed to come they rang to cancel blaming the high volume of call outs they had due to the bad weather. I was not happy, particularly when they told me that the earliest appointment they could now offer me for my annual service was June! However, this week they phoned again to cancel and rearrange for July! What sort of service is this? So this annual service due last February should now happen in July - unless British Gas decide to cancel for a third time. This is a dreadful service and, in my opinion, not worth it.
        ",2018-05-09T13:03:34.000+00:00
2,"            System for resolution of complaints unsatisfactory when evidence provided. Compensation offered when failure to attend appointment derisory and 20% rise in annual cost of maintenance contract unacceptable!
        ",2018-05-09T13:01:03.000+00:00
5,"            Everything was so easily set up and payment went through without a hitch
        ",2018-05-09T12:54:07.000+00:00
4,"            After servicing my gas fire I had to call British Gas back as it stopped working. I received a further two visits before the issue was resolved and this was at no charge. It wasn’t clear whether the first Engineer had dislodged something but either way they kept going until the matter was sorted.
        ",2018-05-09T12:52:11.000+00:00
5,"            Excellent service provided by courteous and informative staff.
        ",2018-05-09T12:50:06.000+00:00
4,"            they were very helpful but the price was too high
        ",2018-05-09T12:27:10.000+00:00
